annual_rainfall,max_daily_rainfall,number_of_rainy_days,average_temperature,evaporation,clay,sand,silt,latitude,longitude,elevation,roof_area,open_space,roof_type,infiltration,runoff_coefficient,annual_runoff,feasibility_score,feasibility_classification,recommended_structure
831.1019182,48.96359986,60,27.33867735,2.745489472,48.62279204,25.01481122,26.36239674,29.2096121,69.643877,668.152403,96.50027132,22.81032332,concrete,5.348204229,0.8,64.16124849,0.278327715,Low,Recharge_Borewell
1402.378571,72.77636789,103,21.45275237,4.596233388,11.32179226,69.91775814,18.76044961,8.825248641,90.02772376,104.5333256,247.0829975,62.9603793,concrete,82.92565421,0.8,277.2031208,0.832592002,High,Recharge_Trench
1005.268721,41.8408776,88,30.77152557,5.066850849,41.81136947,29.296589,28.89204153,30.4747837,89.35363493,1429.2509,98.10789092,16.68631456,concrete,16.79730776,0.8,78.89983526,0.340038122,Low,Recharge_Borewell
973.1769005,92.83052317,110,28.36765717,2.465702545,30.44323392,30.55631991,39.00044616,10.63902626,89.79491786,1071.028171,136.3661233,42.06033801,tile,40.2502375,0.7,92.89585286,0.509527475,Medium,Recharge_Pit
916.6742305,73.77348907,110,26.95593031,5.008935822,29.54416984,47.98308373,22.47274643,18.52355,92.02555808,1252.415266,122.1448442,45.08695139,tile,44.06562117,0.7,78.37692174,0.492111094,Medium,Recharge_Pit
1713.151324,47.01155545,82,21.45271918,6.677606427,23.57326411,32.65932096,43.76741493,18.37783978,84.60183518,1286.049522,143.0862533,38.32101616,tile,57.55480466,0.7,171.5898829,0.709033239,High,Recharge_Pit
431.5903164,93.53429559,73,22.43487858,2.196410194,10.30393794,58.44571209,31.25034997,30.43490508,91.87794271,321.8473513,230.4925535,63.48991575,tile,93.02767408,0.7,69.63484785,0.670973181,Medium,Recharge_Trench
968.8651233,113.3901404,67,25.34947764,4.504085215,15.05972889,68.43624812,16.50402299,14.99603638,90.508936,1117.733192,182.7127934,78.06137188,tile,81.77710273,0.7,123.9168372,0.773827187,High,Recharge_Trench
1452.960066,98.58644881,69,18.31477473,5.761109609,13.94231218,63.15476262,22.9029252,28.68465782,88.53648099,1243.603383,201.9150947,65.48336875,concrete,71.95195434,0.8,234.6996554,0.793223593,High,Recharge_Trench
751.4019366,89.14778955,64,18.31146135,4.392411979,20.40687873,48.10992865,31.48319262,30.09862241,94.69574385,978.5725313,120.675188,42.61536167,metal,53.87250578,0.9,81.60801294,0.515731554,Medium,Recharge_Pit
1239.245596,52.50510827,95,18.87718895,3.374827919,13.2036592,67.47646033,19.31988047,36.82264327,81.61973113,688.9883463,208.2314717,75.06073936,tile,84.3728425,0.7,180.6349539,0.849050072,High,Recharge_Trench
740.7553565,112.1236549,102,18.83832402,3.996851272,33.96519727,30.16803049,35.86677225,15.84646991,75.94996172,287.4235163,165.3310953,34.66415826,tile,29.39318448,0.7,85.72892608,0.409195164,Medium,Recharge_Shaft
569.9389152,113.7749578,89,20.77346093,3.100338574,54.26816127,22.54244608,23.18939264,35.88495018,79.26311837,1040.77016,78.34579261,27.02529795,metal,5,0.9,40.18708445,0.222080066,Low,Recharge_Borewell
1347.968896,70.90344597,83,29.88158669,2.126272808,34.6339838,32.02690262,33.33911358,20.44929757,75.03320962,941.6757199,145.9849764,36.20932701,concrete,30.7920388,0.8,157.4265659,0.580203601,Medium,Recharge_Shaft
1274.528996,111.5349571,69,30.43602969,6.483890584,59.35721883,19.5211378,21.12164336,31.98199072,82.35626614,359.7708821,48.96164278,17.6436908,concrete,5,0.8,49.92242674,0.278840036,Low,Recharge_Borewell
1087.427668,98.20723099,62,29.12639215,2.638715638,13.29315992,58.17532573,28.53151436,15.13274124,89.27865937,62.7156756,184.7497266,65.8247963,metal,88.21097875,0.9,180.8117679,0.833897126,High,Recharge_Trench
914.9003829,42.93188627,50,26.71662783,3.684472826,31.59349656,33.94171293,34.46479051,9.106610233,69.62824914,1312.066538,107.7756978,39.05845858,concrete,39.01081518,0.8,78.88322172,0.467688733,Medium,Recharge_Shaft
1448.548411,107.2876133,45,26.17163394,4.64053563,11.57841411,50.01297739,38.4086085,11.56748099,79.41944978,895.5547348,186.7215165,76.26964749,tile,81.98507581,0.7,189.3326093,0.858693038,High,Recharge_Trench
924.3675407,111.306698,111,30.84444463,6.201164898,30.33037374,31.32051855,38.34910771,11.58743468,92.26093929,1070.983914,100.1897118,49.77076869,tile,41.14390891,0.7,64.82848222,0.466035483,Medium,Recharge_Pit
627.9073849,46.75485322,95,26.93256323,4.982227948,27.06686793,48.56821548,24.36491659,13.06032188,90.86235639,479.0725741,172.3802008,40.19968325,concrete,55.05586562,0.8,86.59104087,0.505908937,Medium,Recharge_Pit
476.488188,86.41054353,96,31.01866698,4.678455853,22.84261987,44.96347586,32.19390427,21.81221878,93.4731761,1349.108493,112.7566221,45.16473344,concrete,50.55134205,0.8,42.98175882,0.423749108,Medium,Recharge_Pit
688.1776941,68.17665502,63,31.72916968,6.664738038,46.68412884,22.10710103,31.20877013,21.80857855,94.72445623,175.2831836,67.21715532,28.05107464,tile,5,0.7,32.38014287,0.208909787,Low,Recharge_Borewell
1548.682618,42.78554485,77,25.82457295,5.250565138,18.40099016,53.33778478,28.26122506,8.969556256,76.15840843,530.1711652,237.5581298,66.11789774,tile,71.45212164,0.7,257.5315025,0.805602566,High,Recharge_Trench
1464.225302,45.85385213,44,30.32333551,3.835008711,19.01084424,66.52111501,14.46804075,34.97858694,95.13901566,669.2595209,181.4026876,60.49000457,concrete,73.39156185,0.8,212.491524,0.800501663,High,Recharge_Trench
1724.001152,66.79592956,80,28.16604899,5.042960433,13.03691623,60.18319627,26.7798875,35.61594356,88.79594189,321.145891,217.5065926,51.30316726,tile,88.89443842,0.7,262.4871314,0.868112074,High,Recharge_Trench
1059.802034,63.86806353,79,27.25274777,3.200479481,35.95555926,30.30684383,33.73759691,21.60179932,75.57679726,422.9767663,123.3288317,43.60572534,metal,25.70084935,0.9,117.6337321,0.493162493,Medium,Recharge_Shaft
1242.634225,67.211919,117,18.87944339,4.509465126,51.61664519,23.06549824,25.31785657,36.55131056,73.03165203,1078.136643,93.8966365,26.77558439,metal,5,0.9,105.0112568,0.375742374,Low,Recharge_Borewell
521.7814639,36.34146099,113,28.41415676,4.153927343,50.89660827,22.50370438,26.59968736,27.0382179,82.74189851,1360.798066,58.97054228,16.03528544,concrete,5,0.8,24.6157887,0.170093293,Low,Recharge_Borewell
941.3898799,111.4026535,52,32.58274913,5.467404382,14.05389012,65.46715763,20.47895225,21.94766085,92.04777638,514.567159,226.3479888,53.2372495,concrete,86.27889526,0.8,170.4653648,0.772197278,High,Recharge_Trench
1576.487449,86.12633526,67,26.07158488,3.471901794,10.79515304,69.70451335,19.5003336,13.55477968,87.12013976,453.7539109,184.8671403,56.00926267,concrete,74.62383071,0.8,233.1525811,0.811318453,High,Recharge_Trench
644.698983,38.85937941,44,20.95595301,5.952387246,12.35209926,69.92920029,17.71870045,28.24652409,81.62733285,38.59888953,235.5584468,55.57008633,tile,86.64902514,0.7,106.3050038,0.684401302,High,Recharge_Trench
959.3262984,62.87197815,101,29.64551193,4.336962306,24.15607749,46.67807902,29.16584349,33.63903946,96.39901988,27.66503397,128.9401533,45.72176334,metal,50.92746933,0.9,111.326112,0.572779999,Medium,Recharge_Pit
1416.527867,64.4126998,100,30.75178302,2.710731852,56.85785348,18.10042992,25.0417166,35.74078549,80.26945519,143.5565792,59.91646808,26.56414314,metal,5,0.9,76.38601206,0.36549411,Low,Recharge_Borewell
663.2346285,74.14089677,60,24.02157243,4.859755508,58.86921429,25.45856049,15.67222522,32.81629772,86.78038006,576.4720177,99.24424446,16.85723609,tile,5,0.7,46.07555372,0.212435348,Low,Recharge_Borewell
1194.557188,39.55170174,57,24.38297467,2.317246518,41.06346573,18.49052529,40.44600898,11.23252055,88.19982304,995.8215895,90.04067551,19.18156481,concrete,8.248711592,0.8,86.04698888,0.354831943,Low,Recharge_Borewell
1481.142677,115.4353055,94,19.96777656,5.678120751,40.89653428,17.33712001,41.76634571,31.85647744,87.10090382,309.4010791,69.1647191,23.36859526,tile,7.700787706,0.7,71.70997204,0.356413368,Low,Recharge_Borewell
1685.756559,86.24302228,61,19.68165231,6.422657198,16.67799471,56.71355287,26.60845242,14.67897774,78.29789313,1333.1712,212.3785264,59.87753426,concrete,80.09248349,0.8,286.4147951,0.837833309,High,Recharge_Trench
1619.356773,112.2354745,56,30.46189084,6.83713216,42.35645705,21.11890313,36.52463982,9.690571677,82.58562248,1099.548713,59.26206646,21.66912376,metal,11.61614934,0.9,86.36978585,0.397996788,Medium,Recharge_Borewell
469.9706401,42.87732559,84,20.93413494,3.053082692,31.04758017,49.6273595,19.32506034,8.936583904,71.11772569,617.2669773,145.8463736,44.821567,tile,43.65400425,0.7,47.98045949,0.409583948,Medium,Recharge_Pit
1753.388596,94.6081066,44,29.95809858,4.275816245,18.60895449,58.66420803,22.72683748,29.00102557,80.25265022,618.8684358,233.9047477,64.66503069,metal,66.57021369,0.9,369.1133254,0.810969661,High,Recharge_Trench
1216.382307,31.66107771,52,25.39281508,6.310174736,12.80605741,56.1335647,31.06037789,23.09445422,68.422211,987.2143468,210.4891106,56.93420475,concrete,67.57880441,0.8,204.8281839,0.730669568,High,Recharge_Trench
1591.994941,54.96840613,84,32.11120085,5.075466829,42.15484477,29.97675523,27.8684,34.52554239,75.54564458,748.0617088,70.46636494,21.35257217,concrete,26.76643567,0.8,89.74567719,0.468273711,Medium,Recharge_Shaft
760.7560439,114.963715,116,27.34141789,5.737212627,44.71685998,20.05056125,35.23257877,12.23554173,91.26452713,1197.779761,41.4373398,27.2435905,concrete,16.64428608,0.8,25.21896536,0.25712655,Low,Recharge_Borewell
1033.415323,38.01087614,74,20.73958464,2.029208001,42.58712732,17.23080831,40.18206437,31.08759759,92.72914166,483.3987936,41.23170562,20.05255189,metal,5,0.9,38.34852873,0.263407791,Low,Recharge_Borewell
1668.555403,64.89878957,108,25.64816482,5.902693463,24.45306286,32.33570083,43.21123632,24.59059084,84.01733027,472.9041073,137.9639087,47.3428229,tile,43.46015619,0.7,161.1402977,0.668489995,Medium,Recharge_Pit
1365.337451,84.69864919,107,28.07001047,6.703762263,51.45488772,27.71285499,20.83225729,16.44351076,72.52961711,1388.120156,51.83554061,25.89418392,metal,5,0.9,63.69570441,0.321664551,Low,Recharge_Borewell
1447.698195,91.82571972,63,26.24983473,3.413274161,22.03638835,45.6269048,32.33670685,14.15414707,81.11730659,642.421912,114.5376555,32.60796718,concrete,60.56544517,0.8,132.6527657,0.674061058,High,Recharge_Trench
1100.157853,74.02768662,56,18.49294089,6.204742599,24.96331686,37.49376041,37.54292272,14.42661974,80.54048864,1003.502499,145.7444103,40.78134794,concrete,50.54772475,0.8,128.273486,0.59090329,Medium,Recharge_Pit
1303.661214,108.0139337,58,24.74004089,4.580026461,43.75682577,11.79337214,44.44980209,30.53039442,69.17670688,338.9554956,62.87424128,16.837543,tile,5,0.7,57.37669681,0.300023769,Low,Recharge_Borewell
1465.099068,60.48596602,90,18.51544544,3.172007269,48.81555305,21.17061588,30.01383107,18.01138176,76.11946971,37.94992412,66.22947079,26.30161417,concrete,5,0.8,77.62618875,0.369745861,Low,Recharge_Borewell
1669.779726,83.91113734,45,30.2385688,4.287273274,16.85860471,64.95279067,18.18860462,24.84436001,70.26455371,1014.147956,223.2433157,77.3035559,metal,82.14082866,0.9,335.4904462,0.887602196,High,Recharge_Trench
1462.607396,57.31078948,94,26.2974492,3.677931051,26.79212828,41.9136995,31.29417221,36.49268784,74.29783865,1375.498618,167.6606778,42.51056582,metal,46.94512663,0.9,220.6995725,0.661610095,Medium,Recharge_Pit
1411.789741,106.157448,103,28.69879547,2.030003908,34.09685139,43.42596961,22.477179,24.90238732,77.85315062,425.2880176,130.3079522,42.81913525,concrete,35.21291515,0.8,147.173944,0.614084972,Medium,Recharge_Shaft
784.5853411,53.69215573,98,25.2255822,5.401363095,31.23923596,42.07023582,26.69052822,30.84096114,72.34033131,26.61399412,165.2665214,32.45970759,concrete,46.35829122,0.8,103.732552,0.49477452,Medium,Recharge_Pit
844.6215134,43.92163634,99,29.60597605,5.223627932,22.2726778,32.0424525,45.6848697,32.38834057,74.02625026,1132.50188,115.2098744,39.98677511,concrete,48.44089692,0.8,77.84699078,0.490263474,Medium,Recharge_Pit
1067.77675,115.8832597,86,30.90530021,6.208802041,14.99527785,59.27051818,25.73420397,11.78798028,96.12421434,1019.297008,184.3412896,70.16247876,tile,81.00671616,0.7,137.7847401,0.77689235,High,Recharge_Trench
1700.795328,94.37131681,96,31.01563422,5.169456949,24.42854136,48.37712218,27.19433646,19.4331605,77.66251002,1321.207088,125.5718298,39.06230762,tile,59.62194622,0.7,149.500387,0.724193435,High,Recharge_Pit
1158.661326,46.80952754,45,18.30405309,6.296787393,51.24042365,25.57971004,23.17986631,20.29925751,91.81047967,652.9003641,56.94102376,28.87952725,tile,6.876467639,0.7,46.18275348,0.290488199,Low,Recharge_Borewell
1132.747276,33.68804,51,21.84512593,3.295600521,20.24167491,42.80825545,36.95006964,22.97713449,68.44382835,716.131962,164.7370688,33.67926021,concrete,52.93851154,0.8,149.2843727,0.633331295,Medium,Recharge_Pit
1153.708343,87.79162322,98,23.20369981,3.973804929,13.11352843,63.34917903,23.53729254,8.90915535,83.39341387,1179.137753,187.5988625,51.50817312,concrete,86.32118358,0.8,173.1474982,0.80018335,High,Recharge_Trench
1610.206546,68.91567242,91,27.97894386,5.660310485,31.94123009,49.18890316,18.86986675,34.87593263,86.79428508,524.2726832,116.1795024,42.91186207,tile,44.83361129,0.7,130.9510966,0.635005935,Medium,Recharge_Pit
542.6493433,115.5341776,83,26.83709724,2.155142212,36.5172687,30.10178065,33.38095065,8.190692624,79.81968114,1222.75553,139.6582258,37.72538076,metal,27.33042562,0.9,68.20690007,0.370517985,Low,Recharge_Shaft
932.2738663,80.11365243,77,27.64100318,2.950046474,50.10449101,21.14411821,28.75139078,10.59291177,93.74993532,993.0723818,64.38358164,21.4815649,metal,5,0.9,54.02081753,0.271141444,Low,Recharge_Borewell
465.7523535,90.95706177,40,20.80041446,3.287024442,51.27981567,16.38951092,32.33067341,29.97612648,94.88940302,820.5690276,56.44301736,20.59988744,metal,5,0.9,23.65962136,0.17548609,Low,Recharge_Borewell
1713.64202,48.0008029,95,28.20935893,5.914828314,25.59830721,42.40365263,31.99804016,10.2495883,95.20506798,1313.292976,117.1038035,36.65823266,metal,45.00767212,0.9,180.6065986,0.659595402,Medium,Recharge_Pit
1697.670587,71.83838371,96,24.69501039,3.630557564,11.56290281,67.83532283,20.60177436,26.68569072,89.33415131,576.6517216,241.8866763,62.21183691,concrete,87.07119892,0.8,328.5151166,0.885409267,High,Recharge_Trench
1781.654324,66.7074023,119,27.03679895,4.965074796,15.67135174,68.43284172,15.89580654,8.51671749,68.40242175,230.2678932,225.4162153,69.37623948,metal,83.64498158,0.9,361.4523971,0.887796593,High,Recharge_Trench
1402.610944,50.21241444,66,32.36406557,4.386807635,56.37229884,23.16435987,20.46334129,11.04474825,83.44334966,932.2555194,85.85108095,28.29531271,tile,5,0.7,84.29096598,0.369353288,Low,Recharge_Borewell
1117.734816,93.7809048,49,20.83109769,6.532231592,36.68641424,33.9407186,29.37286716,11.74640589,80.24647182,846.7158766,131.7652355,43.55427909,concrete,29.72581827,0.8,117.822873,0.49919631,Medium,Recharge_Shaft
1730.086754,61.70078776,60,24.38301447,5.408032951,42.60163144,27.71240529,29.68596328,19.66067569,76.78205727,756.2844232,85.79509646,20.72652117,tile,16.65337642,0.7,103.9030719,0.459204859,Medium,Recharge_Borewell
1064.483226,49.51328483,84,28.40343684,4.610864022,57.81233663,14.24249459,27.94516878,8.612523755,83.03509448,97.81044533,83.589462,25.67423439,metal,5,0.9,80.08162215,0.32013628,Low,Recharge_Borewell
683.1558527,107.7512985,72,25.48972722,4.060561735,33.0438157,35.28204109,31.67414321,22.94724298,82.75725596,491.7758786,158.42023,46.61363517,tile,23.28765612,0.7,75.75799513,0.387165248,Low,Recharge_Shaft
1012.871077,111.8746481,77,24.03411936,3.027953582,14.16136698,50.46998744,35.36864558,35.13612632,90.87998061,1161.814768,216.6184206,59.74857359,concrete,65.02238642,0.8,175.5252264,0.719519584,High,Recharge_Trench
493.3128568,32.19518938,45,25.35304281,3.464898603,55.14976344,16.28920808,28.56102848,12.51896512,89.16641128,588.8813337,48.76032282,21.4894967,metal,5,0.9,21.64868473,0.176645766,Low,Recharge_Borewell
1597.042282,69.86226882,78,19.68297847,6.699279794,28.43864533,35.19046646,36.37088821,21.36391815,88.10231479,1164.388034,116.1390654,41.2856256,concrete,42.88998207,0.8,148.3831985,0.640767484,Medium,Recharge_Pit
687.4661142,103.7196594,112,22.7475321,3.970572881,23.6639519,34.12415795,42.21189015,36.79278292,86.22433278,422.8208451,174.1100559,33.70476045,concrete,44.86643764,0.8,95.75581084,0.47686885,Medium,Recharge_Pit
1319.492147,95.67105723,117,20.08440556,4.593809729,37.77311525,37.83933473,24.38755002,16.50094688,83.75259626,314.9887986,161.633659,36.50164931,concrete,21.66930208,0.8,170.6194749,0.528758991,Medium,Recharge_Shaft
507.7344823,70.11568388,45,29.58611583,5.126961999,54.76926816,15.64911358,29.58161826,11.465088,79.26425856,1473.412898,77.3141691,22.31247635,metal,5,0.9,35.32956266,0.189722109,Low,Recharge_Borewell
476.4544245,69.44994981,66,29.95751658,3.764793637,17.05882193,66.59058499,16.35059308,10.6941979,70.79049418,407.0332442,193.2728935,61.45353587,metal,84.53079588,0.9,82.87715273,0.647966846,Medium,Recharge_Trench
1080.239849,39.9987488,53,18.89510791,4.950129858,11.78218419,69.0925236,19.12529221,10.33308023,70.24884571,636.2068509,225.4389066,53.5449626,metal,77.12203967,0.9,219.1752813,0.754160964,High,Recharge_Trench
819.9011565,35.90651958,68,31.80920847,4.719848179,16.82460979,65.53759653,17.63779368,27.40407573,92.34867502,141.7995797,190.9012146,72.22980963,metal,77.74368484,0.9,140.8681139,0.751730672,High,Recharge_Trench
1568.902332,38.41681112,66,19.87226504,5.884571496,56.84350229,22.41925229,20.73724542,16.52603475,84.59734213,1251.698936,85.29287411,25.75073239,metal,5,0.9,120.4345701,0.423761674,Medium,Recharge_Borewell
837.9678765,49.39337845,91,31.35213965,6.874483444,13.7816558,54.779117,31.4392272,20.05339838,88.29148641,238.329844,213.3737539,75.26058493,tile,75.8556242,0.7,125.160246,0.720151546,High,Recharge_Trench
596.4543255,60.39396973,55,24.14338099,6.782924304,34.08058005,41.98397855,23.93544139,15.09782102,89.95680337,1195.69714,132.7012464,48.11040411,concrete,42.77775993,0.8,63.32018591,0.428103043,Medium,Recharge_Pit
1144.958879,77.2205076,102,20.41611267,4.456364591,48.21593997,18.34259378,33.44146625,11.0026647,71.30382664,857.5120267,65.67498521,29.27158507,concrete,5,0.8,60.15612598,0.31002822,Low,Recharge_Borewell
1427.060133,44.75385489,76,26.22323866,2.482936151,41.52676251,16.71091075,41.76232674,18.99805562,82.37369542,225.2698686,94.09625617,19.7299132,tile,7.477884886,0.7,93.99671107,0.388381631,Low,Recharge_Borewell
1764.152731,49.96015427,108,23.80155313,2.903182755,40.48155337,16.44973744,43.0687092,16.59873172,90.60512475,924.752973,80.89435326,29.86179056,concrete,19.74086092,0.8,114.1679954,0.518679351,Medium,Recharge_Borewell
1680.018329,98.9673664,56,23.71606015,6.704994639,48.03719811,20.7853493,31.17745258,29.16486465,87.56350008,148.0984219,84.07564855,29.97742315,metal,7.104867629,0.9,127.1237675,0.457269226,Medium,Recharge_Borewell
1027.823731,68.23147632,111,32.62949308,4.987721873,41.19598684,22.64091578,36.16309738,12.53409112,91.74863419,891.6520825,93.21571327,25.76868643,concrete,16.87467026,0.8,76.64745774,0.357275606,Low,Recharge_Borewell
1290.961918,107.7807542,66,21.33579264,3.040920128,21.28103114,38.89891564,39.82005322,20.35051249,88.49770781,551.1515722,176.5073426,43.49678632,tile,54.75652958,0.7,159.5049803,0.678818205,High,Recharge_Pit
1508.181484,37.18102113,91,18.93037313,3.929642581,37.9245527,34.65500746,27.42043984,15.08504075,82.31204853,621.1614104,167.7876852,32.29415614,concrete,20.42287027,0.8,202.4434241,0.540170531,Medium,Recharge_Shaft
1035.585876,46.25894119,86,23.25322695,4.821157814,35.33242957,41.85415487,22.81341557,13.16224677,72.89603093,346.2847738,165.1012152,48.3679637,tile,32.41481177,0.7,119.6835405,0.520886541,Medium,Recharge_Shaft
1018.567187,62.96277054,83,24.60545897,6.167901594,10.07412126,59.5974212,30.32845753,25.60102309,80.66358382,848.9330907,222.5146033,54.72117817,concrete,82.55841032,0.8,181.3168588,0.765170474,High,Recharge_Trench
1148.382907,48.22159653,58,24.99384081,4.072034278,15.14352161,65.81888474,19.03759365,34.75031168,96.33799276,860.5206637,247.215126,71.73695955,concrete,86.93439259,0.8,227.1181,0.839482299,High,Recharge_Trench
1146.845529,81.50836671,65,24.14969589,6.636357223,57.12006332,26.9798409,15.90009578,16.75580628,95.67245071,1036.728891,44.62189295,27.0007259,concrete,5,0.8,40.93953473,0.269457902,Low,Recharge_Borewell
1791.795106,58.84825501,62,21.27024748,6.290813386,43.29813488,18.34856834,38.35329678,26.27909679,95.00858498,1316.765077,78.07916998,16.52885067,metal,6.775335812,0.9,125.9116872,0.443609466,Medium,Recharge_Borewell
1507.012431,65.53265546,83,21.12446585,4.898935793,56.81771634,12.12007464,31.06220902,33.74742247,68.51427222,929.9435736,70.68144464,21.06365479,concrete,5,0.8,85.21425256,0.366064503,Low,Recharge_Borewell
612.8679944,92.58188257,118,19.76350606,3.695350431,36.447314,43.38762788,20.16505812,35.7175221,77.09520996,437.0292904,130.3878807,41.90521694,metal,22.97545749,0.9,71.91950303,0.365986474,Low,Recharge_Shaft
1588.737228,81.22274134,119,19.83295143,3.852646664,14.35443492,50.53114896,35.11441612,20.1198239,74.22764808,1057.384011,191.1203354,59.59492683,metal,69.22564458,0.9,273.2759927,0.795906191,High,Recharge_Trench
1345.638463,44.55415005,61,27.71278481,6.986597636,11.71714617,54.92610449,33.35674934,12.09853148,75.00842636,1410.163337,242.9919529,61.43136669,metal,70.42596861,0.9,294.2813863,0.761470084,High,Recharge_Trench
1272.768341,54.33449118,89,25.42002423,5.87353434,26.42349561,46.87593137,26.70057302,19.8110569,87.17028035,218.9656435,120.7715237,46.850776,concrete,61.89057589,0.8,122.9713376,0.661420325,Medium,Recharge_Trench
1334.580834,40.57516562,93,21.38929066,2.07636919,51.41696862,28.44761164,20.13541974,35.65323657,81.61761245,597.4733874,88.28032836,17.45923281,concrete,9.045899484,0.8,94.2537874,0.382496289,Low,Recharge_Borewell
1267.145957,80.23207423,103,25.16824492,2.300054094,11.82497355,52.45454342,35.72048303,31.71656145,73.38641574,1136.980281,203.3929501,73.19168635,metal,70.29061764,0.9,231.955699,0.797690607,High,Recharge_Trench
1026.742796,110.8775035,49,31.87732228,2.608672845,26.25790396,31.27827952,42.46381652,34.23420985,79.40377315,465.2857674,175.7578618,49.05291415,concrete,42.40197042,0.8,144.3664947,0.605109924,Medium,Recharge_Pit
896.4710207,43.93584135,87,25.07464646,2.232168277,47.9651524,10.82021547,41.21463213,30.50956718,75.66149581,843.8174445,61.99481736,26.28130644,concrete,5,0.8,44.46124575,0.26700616,Low,Recharge_Borewell
1025.877761,58.50159204,100,27.54943678,2.440026252,37.49503566,41.32311564,21.1818487,36.07547424,84.51474558,496.724676,128.3400164,32.1315695,metal,27.10333378,0.9,118.4950518,0.478439717,Medium,Recharge_Shaft
1126.181392,49.05451006,103,21.71475148,4.546371459,30.52010807,38.37828137,31.10161056,14.11915308,89.95840447,318.8575596,133.3210905,40.82097378,tile,33.87987526,0.7,105.1006119,0.504592385,Medium,Recharge_Shaft
455.7159783,63.97908807,99,26.15665963,4.272174333,18.77495278,50.07017009,31.15487712,22.57826601,73.23569415,1403.785058,221.8311616,53.34562357,tile,60.24460288,0.7,70.76440339,0.514628231,Medium,Recharge_Trench
895.9798581,110.1272301,110,19.3427355,4.094348599,32.58701182,32.61813874,34.79484944,24.89942901,84.22951656,1174.650726,176.7763731,36.44983119,tile,35.90696369,0.7,110.8716488,0.488881728,Medium,Recharge_Shaft
1221.577565,58.85579159,119,23.95112957,6.792765927,56.29792581,21.20906727,22.49300692,8.29920313,90.575551,990.2559724,91.52490951,20.67308885,metal,5,0.9,100.6242985,0.344694784,Low,Recharge_Borewell
1723.03369,116.6062388,104,21.25730325,3.201604776,16.44139374,59.2835196,24.27508667,15.3407759,90.23889114,1240.188737,204.7796899,75.3802466,concrete,67.20528124,0.8,282.2738438,0.835599251,High,Recharge_Trench
843.0399832,42.62565115,41,26.8726533,3.370887198,19.39442765,57.57880023,23.02677212,21.48722149,77.63081087,579.639841,187.0638656,78.85958044,tile,62.71428758,0.7,110.3916227,0.672724367,High,Recharge_Trench
582.4943821,48.78712942,71,18.00460613,4.606331193,19.85601668,68.66838623,11.47559709,19.62980233,94.40190227,570.07324,232.4866994,52.95236878,tile,84.67036744,0.7,94.7955374,0.656051153,Medium,Recharge_Trench
1305.042238,77.28887985,96,19.85537748,2.447503204,38.98114469,45.01791643,16.00093887,29.35375057,72.52066263,360.8237248,130.5761864,41.83835356,tile,33.10465799,0.7,119.285207,0.552679665,Medium,Recharge_Shaft
879.6275159,101.4232077,43,18.23610917,2.179398409,15.14136718,62.27298393,22.58564889,16.96264476,71.72558955,1379.261793,197.9192824,65.0136202,concrete,74.65855448,0.8,139.2761974,0.743075751,High,Recharge_Trench
1160.116622,117.738528,107,29.30739393,4.02719114,13.54904196,57.3513805,29.09957754,8.937931088,76.16072051,1431.415081,193.6928942,52.47719445,tile,71.27994939,0.7,157.2944423,0.742280428,High,Recharge_Trench
1482.090075,81.60614633,119,30.78750366,5.799821292,36.30882493,33.07270166,30.61847341,19.74019478,72.95631311,1262.441292,172.5891985,44.55265243,concrete,25.71569192,0.8,204.6341905,0.572076559,Medium,Recharge_Shaft
1536.612574,66.85236677,41,26.286157,5.474894793,19.77101863,56.93853081,23.29045057,20.94112017,85.31629165,364.8872962,237.0489683,52.74740948,metal,66.72234963,0.9,327.8271827,0.759151048,High,Recharge_Trench
1420.610035,33.16433252,66,31.59401096,6.859210457,45.63902011,25.15183402,29.20914588,25.12611241,81.82050736,677.2278426,96.71527688,25.2660712,tile,16.93892315,0.7,96.17628503,0.41691413,Medium,Recharge_Borewell
1574.852553,34.27659815,110,24.1257999,2.490632983,31.81206979,41.91066951,26.2772607,8.694244531,88.86361195,1430.855435,105.5916253,36.42950564,tile,35.01813887,0.7,116.4038684,0.576113489,Medium,Recharge_Shaft
743.6362476,56.64220964,93,25.0947565,2.829022354,10.35316609,65.56886227,24.07797165,31.84392037,85.12201165,1154.069168,234.99906,65.23588781,metal,83.63160048,0.9,157.2784372,0.77532483,High,Recharge_Trench
950.4732814,118.2046749,85,28.77609417,3.379494085,22.02327082,46.25964854,31.71708064,25.07552815,87.85898207,756.0145757,167.1350788,49.38296513,tile,65.85798825,0.7,111.2001987,0.643002616,Medium,Recharge_Trench
1009.020432,79.99580806,113,19.91064049,5.615044875,16.7775246,62.95847737,20.26399803,24.17588685,86.00169551,558.874733,194.8150148,71.75904104,metal,66.6185865,0.9,176.9150974,0.735060705,High,Recharge_Trench
1271.565787,106.1713902,64,26.81588089,2.618183837,15.24263587,51.50980562,33.24755851,17.98411977,84.08183928,549.0548798,197.5638308,72.57129701,concrete,75.89026449,0.8,200.9723264,0.817826408,High,Recharge_Trench
1776.994089,90.82304722,70,23.42931107,4.504900817,21.44025317,31.60529181,46.95445502,31.82637171,87.0808334,790.7074277,127.514336,34.73692875,concrete,59.43899269,0.8,181.2737771,0.727806996,High,Recharge_Pit
